GeoID,FIPS,County,County_Long,County_ST,County_ST_Long,ECODE,Chapter,RCODE,Region,DCODE,Division,Address,Address_2,City,State,Zip,Phone,Time_Zone,FEMA_Region,Acres,SQ_MI,Pop_2023,Pop_2028,Male_Pop_2023,Female_Pop_2023,HH_Pop_2023,Fam_Pop_2023,Pop_Den_2023,Total_HH_2023,Avg_HH_Size_2023,Avg_Fam_Size_2023,Total_HU_2023,Owner_2023,Renter_2023,Vacant_2023,Med_Home_Val_2023,Avg_Home_Val_2023,Median_Age_2023,Youth_0_14_Pop_2023,Yng_Adult_15_24_Pop_2023,Adult_25_64_Pop_2023,Seniors_65_up_Pop_2023,Pop_White_2023,Pop_Black_2023,Pop_Am_Indian_2023,Pop_Asian_2023,Pop_Pacific_2023,Pop_Other_2023,Pop_2_Plus_Races_2023,Hisp_Pop_2023,Diversity_Index_2023,Med_HH_Inc_2023,Avg_HH_Inc_2023,Per_Cap_Inc_2023,Emp_Pop_2023,Unemp_Pop_2023,Unemp_Rate_2023
0603705132,06037,Los Angeles,Los Angeles County,CA,California,05132,ARC Serving Greater Long Beach and South Bay,05R12,Los Angeles Region,D21,Pacific Division,3150 E. 29th Street,0,Long Beach,CA,90806,562-595-6341,Pacific,IX,248037,388,"9,965,925","9,933,940","4,938,901","5,027,024","9,757,791","7,936,915","2,456","3,427,635",2.85,3.45,"3,622,897","1,579,073","1,848,562","195,262","$792,145","$930,606",36.6,"1,798,596","1,363,939","5,324,901","1,308,463","3,099,571","787,188","163,923","1,542,025","24,033","2,841,231","1,507,954","4,896,069",88,"81,362","$120,981","$41,719","$4,760,372","251,156",5.0
0603705022,06037,Los Angeles,Los Angeles County,CA,California,05022,ARC serving the Northern Valleys,05R12,Los Angeles Region,D21,Pacific Division,1501 S BRAND BLVD,0,Glendale,CA,91204,818-243-3121,Pacific,IX,1468203,2294,"9,965,925","9,933,940","4,938,901","5,027,024","9,757,791","7,936,915","2,456","3,427,635",2.85,3.45,"3,622,897","1,579,073","1,848,562","195,262","$792,145","$930,606",36.6,"1,798,596","1,363,939","5,324,901","1,308,463","3,099,571","787,188","163,923","1,542,025","24,033","2,841,231","1,507,954","4,896,069",88,"81,362","$120,981","$41,719","$4,760,372","251,156",5.0
7005054004,70050,American Samoa,American Samoa,AS,American Samoa,54004,ARC of Hawaii,54R04,Pacific Islands Region,D21,Pacific Division,4155 Diamond Head Road,0,Honolulu,HI,96816,808-734-2101,Hawaii,IX,50500,79,"55,519",0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,$0,$0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0,$0,$0,0,0.0
0400103068,04001,Apache,Apache County,AZ,Arizona,03068,ARC of Northern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,7179735,11218,"64,635","63,096","32,543","32,092","63,428","54,882",6,"21,940",2.89,3.52,"28,108","18,023","3,917","6,168","$91,000","$158,486",35.3,"14,912","8,578","30,806","9,643","14,693",199,"45,645",326,20,"1,265","2,487","3,963",51,"40,662","$63,304","$21,522","$17,205","1,795",9.4
0400303060,04003,Cochise,Cochise County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,3980099,6219,"125,531","124,523","64,179","61,352","120,428","97,073",20,"51,566",2.34,2.88,"58,892","35,635","15,931","7,326","$193,216","$218,862",42.4,"21,757","15,078","60,024","26,062","80,515","5,089","1,492","2,823",494,"13,002","22,116","43,490",75,"59,853","$76,662","$31,948","$45,656","2,387",5.0
0400703008,04007,Gila,Gila County,AZ,Arizona,03008,ARC of Central Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,3069270,4796,"53,901","53,737","27,128","26,773","53,056","41,905",11,"22,747",2.33,2.87,"32,354","17,165","5,582","9,607","$233,535","$268,839",52.0,"8,383","4,878","24,379","14,899","36,154",307,"8,835",474,50,"3,234","4,847","9,717",66,"53,559","$71,429","$30,169","$19,379",982,4.8
0400903060,04009,Graham,Graham County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,2970318,4641,"39,500","40,238","20,515","18,985","36,945","31,429",9,"12,626",2.93,3.41,"14,134","8,922","3,704","1,508","$171,380","$198,627",32.9,"9,507","5,308","18,851","5,302","25,509",590,"5,379",206,21,"3,422","4,373","12,050",74,"55,879","$70,581","$22,747","$13,643",592,4.2
0401103060,04011,Greenlee,Greenlee County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,1183033,1848,"9,623","9,569","4,974","4,649","9,591","7,826",5,"3,678",2.61,3.19,"4,391","1,776","1,902",713,"$84,387","$112,846",36.3,"2,042","1,216","4,808","1,429","6,564",93,348,78,5,922,"1,613","4,488",75,"59,523","$82,761","$31,637","$4,702",109,2.3
0401203060,04012,La Paz,La Paz County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,2887804,4512,"16,042","15,417","8,329","7,713","15,866","11,855",4,"7,214",2.20,2.76,"13,161","5,302","1,912","5,947","$109,251","$191,697",58.5,"2,188","1,220","6,312","5,940","9,297",117,"2,805",116,49,"1,606","2,052","4,164",76,"39,141","$60,590","$27,268","$5,484",304,5.3
0401303008,04013,Maricopa,Maricopa County,AZ,Arizona,03008,ARC of Central Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,5903651,9224,"4,613,696","4,739,631","2,292,171","2,321,525","4,543,685","3,623,481",502,"1,727,900",2.63,3.22,"1,890,680","1,111,244","616,656","162,780","$391,986","$461,295",36.7,"921,060","602,318","2,328,242","679,587","2,707,179","289,034","102,477","220,897","11,564","639,937","642,608","1,438,623",78,"80,460","$113,466","$42,558","$2,247,985","85,334",3.7
0401703068,04017,Navajo,Navajo County,AZ,Arizona,03068,ARC of Northern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,6374210,9960,"108,134","108,142","54,230","53,904","106,094","90,839",11,"37,542",2.83,3.36,"56,257","27,453","10,089","18,715","$197,305","$231,711",37.0,"24,117","13,501","50,549","18,474","49,192",837,"47,353",611,90,"3,343","6,708","11,491",67,"51,785","$67,744","$23,523","$35,434","2,572",6.8
0401903060,04019,Pima,Pima County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,5880957,9189,"1,066,578","1,077,232","526,328","540,250","1,039,309","799,738",116,"440,609",2.36,2.95,"481,294","285,100","155,509","40,685","$279,773","$325,908",40.0,"182,140","139,815","519,916","199,349","636,616","43,442","34,537","33,331","2,305","133,841","182,506","388,795",78,"64,015","$92,825","$38,503","$465,425","23,369",4.8
0402103008,04021,Pinal,Pinal County,AZ,Arizona,03008,ARC of Central Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,3439415,5374,"455,657","495,550","234,058","221,599","432,887","363,845",85,"158,677",2.73,3.15,"184,354","128,843","29,834","25,677","$313,001","$319,102",37.5,"97,835","53,805","221,667","76,605","285,692","22,458","22,174","7,546","1,335","55,430","61,022","134,106",75,"73,235","$91,932","$32,254","$175,641","8,618",4.7
0402303060,04023,Santa Cruz,Santa Cruz County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,792412,1238,"48,407","48,652","23,293","25,114","48,247","43,037",39,"17,161",2.81,3.25,"19,158","11,713","5,448","1,997","$187,275","$272,684",37.3,"10,523","6,899","22,188","8,105","15,913",196,460,315,19,"14,133","17,371","40,488",77,"49,727","$69,194","$24,537","$18,458","2,189",10.6
0402503068,04025,Yavapai,Yavapai County,AZ,Arizona,03068,ARC of Northern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,4747 N. 22nd Street,Suite 100,Phoenix,AZ,85016,602-336-6660,Mountain,IX,5201843,8128,"246,111","258,438","121,286","124,825","242,076","185,221",30,"109,781",2.21,2.70,"125,782","81,196","28,585","16,001","$382,318","$434,550",53.3,"33,127","23,787","111,702","69,831","199,054","1,568","4,398","3,217",313,"13,406","24,155","36,992",50,"61,232","$86,562","$38,672","$98,659","4,342",4.2
0402703060,04027,Yuma,Yuma County,AZ,Arizona,03060,ARC of Southern Arizona,03R04,Arizona and New Mexico Region,D22,Southwest and Rocky Mountain Division,2916 East Broadway Blvd.,0,Tucson,AZ,85716,520-318-6740,Mountain,IX,3532200,5519,"210,406","214,473","106,178","104,228","203,058","176,403",38,"72,363",2.81,3.25,"94,250","49,510","22,853","21,887","$190,953","$208,832",36.5,"42,206","28,149","98,654","37,404","91,449","4,450","3,536","2,743",292,"53,779","54,157","135,751",83,"58,462","$78,207","$27,076","$73,766","17,358",19.0
0600105503,06001,Alameda,Alameda County,CA,California,05503,ARC of the Bay Area,05R28,Northern California Coastal Region,D21,Pacific Division,1663 Market Street,0,San Francisco,CA,94103,415-427-8000,Pacific,IX,476189,744,"1,687,539","1,697,701","833,391","854,148","1,634,152","1,287,217","2,284","595,862",2.74,3.38,"630,758","318,321","277,541","34,896","$1,064,817","$1,153,660",38.4,"295,442","224,097","903,629","234,814","497,995","164,949","19,790","566,103","13,947","230,266","194,489","404,971",85,"116,079","$166,447","$58,982","$896,825","31,453",3.4
0600305332,06003,Alpine,Alpine County,CA,California,05332,ARC of Sierra-Delta,05R20,California Gold Country Region,D21,Pacific Division,1565 Exposition Blvd.,0,Sacramento,CA,95815,916-993-7070,Pacific,IX,475670,743,"1,245","1,274",649,596,"1,193",897,2,554,2.15,2.74,"1,609",472,82,"1,055","$462,745","$553,919",50.4,217,105,601,306,827,11,249,13,0,14,131,93,58,"90,696","$113,335","$50,508",$431,36,7.7
0600505332,06005,Amador,Amador County,CA,California,05332,ARC of Sierra-Delta,05R20,California Gold Country Region,D21,Pacific Division,1565 Exposition Blvd.,0,Sacramento,CA,95815,916-993-7070,Pacific,IX,387780,606,"41,353","42,231","22,110","19,243","37,042","29,698",70,"16,099",2.30,2.77,"19,419","12,292","3,807","3,320","$410,305","$485,875",50.2,"4,751","3,939","21,236","10,277","31,254","1,311",789,640,85,"3,091","4,183","6,551",57,"75,807","$103,315","$40,237","$15,406",875,5.4
0600705052,06007,Butte,Butte County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,1073392,1677,"208,339","204,902","104,224","104,115","203,398","148,045",127,"83,183",2.45,3.00,"90,994","47,725","35,458","7,811","$417,952","$469,815",38.0,"32,622","34,470","100,689","35,853","143,968","3,708","4,513","11,101",576,"18,952","25,521","41,886",66,"65,776","$95,783","$38,300","$95,242","5,900",5.8
0600905332,06009,Calaveras,Calaveras County,CA,California,05332,ARC of Sierra-Delta,05R20,California Gold Country Region,D21,Pacific Division,1565 Exposition Blvd.,0,Sacramento,CA,95815,916-993-7070,Pacific,IX,663707,1037,"45,436","45,368","22,912","22,524","44,975","36,519",45,"18,919",2.38,2.82,"27,745","14,936","3,983","8,826","$423,747","$477,477",53.2,"5,900","4,148","22,100","12,248","35,904",379,771,804,102,"2,132","5,344","6,285",51,"77,316","$109,502","$45,614","$18,474",848,4.4
0601105052,06011,Colusa,Colusa County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,740044,1156,"21,969","22,031","11,389","10,580","21,776","18,971",19,"7,305",2.98,3.49,"8,226","4,560","2,745",921,"$372,126","$426,535",35.6,"5,139","2,686","10,662","3,140","9,078",199,518,287,80,"7,418","4,389","13,948",83,"65,317","$92,626","$30,817","$9,823",727,6.9
0601305503,06013,Contra Costa,Contra Costa County,CA,California,05503,ARC of the Bay Area,05R28,Northern California Coastal Region,D21,Pacific Division,1663 Market Street,0,San Francisco,CA,94103,415-427-8000,Pacific,IX,485708,759,"1,180,881","1,193,584","579,168","601,713","1,169,626","973,514","1,649","412,436",2.84,3.37,"429,610","272,874","139,562","17,174","$850,158","$996,208",40.0,"217,677","139,673","615,467","185,489","486,479","103,594","12,346","230,733","6,296","181,761","159,672","330,406",85,"117,069","$167,205","$58,428","$588,934","28,349",4.6
0601705332,06017,El Dorado,El Dorado County,CA,California,05332,ARC of Sierra-Delta,05R20,California Gold Country Region,D21,Pacific Division,1565 Exposition Blvd.,0,Sacramento,CA,95815,916-993-7070,Pacific,IX,1143185,1786,"193,917","196,044","97,401","96,516","192,646","159,105",114,"77,123",2.50,2.94,"96,492","57,859","19,264","19,369","$674,651","$715,495",46.0,"30,976","20,814","100,379","37,998","146,018","1,616","1,998","10,049",326,"10,388","23,522","28,598",56,"97,498","$142,859","$56,829","$88,453","3,073",3.4
0601905112,06019,Fresno,Fresno County,CA,California,05112,ARC of Central Valley,05R04,Central California Region,D21,Pacific Division,1300 W Shaw Ave. ,4B,Fresno,CA,93711,559-455-1000,Pacific,IX,3846980,6011,"1,029,488","1,045,735","515,400","514,088","1,010,338","861,146",173,"327,129",3.09,3.58,"346,834","181,402","145,727","19,705","$366,305","$422,834",33.0,"234,366","146,869","509,945","123,134","367,589","49,604","22,515","119,538","1,682","298,509","170,051","565,535",87,"65,272","$95,702","$30,475","$436,683","31,746",6.8
0602105052,06021,Glenn,Glenn County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,849250,1327,"29,014","28,918","14,655","14,359","28,719","24,332",22,"10,263",2.80,3.29,"10,960","6,109","4,154",697,"$340,377","$433,745",37.4,"6,044","3,671","14,129","4,620","15,269",181,"1,111",683,49,"7,614","4,107","13,137",81,"54,530","$74,531","$26,379","$11,883",767,6.1
0602305052,06023,Humboldt,Humboldt County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,2293528,3584,"136,264","135,662","68,500","67,764","131,757","91,510",38,"56,616",2.33,2.95,"62,519","31,625","24,991","5,903","$419,999","$497,549",40.0,"20,809","18,751","69,167","24,836","96,112","1,943","8,614","3,883",464,"8,246","17,002","19,714",61,"56,994","$83,070","$34,634","$61,998","2,994",4.6
0602505348,06025,Imperial,Imperial County,CA,California,05348,ARC of San Diego and Imperial Counties,05R32,Southern California Region,D21,Pacific Division,3950 Calle Fortunada,0,San Diego,CA,92123,858-309-1200,Pacific,IX,2869018,4483,"180,564","180,802","91,275","89,289","172,095","154,503",43,"52,583",3.27,3.71,"57,308","32,495","20,088","4,725","$266,526","$293,165",33.4,"39,351","26,264","90,315","22,355","46,684","4,313","4,210","3,102",165,"71,723","50,367","155,172",77,"56,486","$80,565","$23,532","$57,390","11,655",16.9
0602705147,06027,Inyo,Inyo County,CA,California,05147,ARC of Kern County and Eastern Sierra,05R04,Central California Region,D21,Pacific Division,5035 Gilmore Ave.,0,Bakersfield,CA,93308,661-324-6427,Pacific,IX,6545435,10227,"18,918","18,817","9,664","9,254","18,310","14,045",2,"8,056",2.27,2.94,"9,493","5,411","2,645","1,437","$380,345","$398,318",47.6,"2,963","1,912","9,404","4,103","11,407",99,"2,481",299,17,"2,392","2,223","4,630",74,"64,286","$90,531","$38,621","$9,241",330,3.4
0603105112,06031,Kings,Kings County,CA,California,05112,ARC of Central Valley,05R04,Central California Region,D21,Pacific Division,1300 W Shaw Ave. ,4B,Fresno,CA,93711,559-455-1000,Pacific,IX,890627,1392,"154,126","158,125","83,134","70,992","138,631","120,737",111,"44,885",3.09,3.50,"47,118","24,747","20,138","2,233","$305,159","$337,534",31.5,"34,944","23,516","79,640","14,570","59,679","9,126","3,701","6,199",413,"49,970","25,038","89,979",85,"64,400","$86,158","$25,409","$53,312","4,179",7.3
0603305052,06033,Lake,Lake County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,850913,1330,"68,477","68,424","34,606","33,871","67,776","50,842",55,"27,849",2.43,3.01,"34,399","19,026","8,823","6,550","$326,978","$400,308",47.9,"10,421","6,843","34,256","15,422","45,993","1,242","2,406","1,077",108,"8,207","9,444","16,448",69,"61,696","$89,231","$36,306","$26,702","1,659",5.8
0603505052,06035,Lassen,Lassen County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,3020869,4720,"32,875","32,630","20,456","12,419","23,590","18,974",7,"9,808",2.41,2.89,"12,184","6,578","3,230","2,376","$266,480","$309,146",38.6,"4,162","4,471","19,193","4,620","20,635","2,351","1,103",529,290,"5,246","2,721","8,009",73,"59,691","$80,070","$25,601","$8,585",425,4.7
0603905112,06039,Madera,Madera County,CA,California,05112,ARC of Central Valley,05R04,Central California Region,D21,Pacific Division,1300 W Shaw Ave. ,4B,Fresno,CA,93711,559-455-1000,Pacific,IX,1378117,2153,"159,627","162,474","83,065","76,562","152,458","132,407",75,"46,788",3.26,3.62,"50,790","31,172","15,616","4,002","$385,897","$489,973",34.6,"34,726","21,793","78,094","22,742","64,254","4,706","7,894","4,136",174,"51,940","26,523","97,913",84,"61,992","$94,355","$27,848","$61,899","4,818",7.2
0604105310,06041,Marin,Marin County,CA,California,05310,ARC of the North Bay,05R28,Northern California Coastal Region,D21,Pacific Division,5297 Aero Dr.,0,Santa Rosa,CA,95403,707-577-7600,Pacific,IX,336109,525,"260,754","259,687","128,433","132,321","253,011","190,842",501,"103,761",2.44,3.06,"111,613","66,537","37,224","7,852","$1,270,930","$1,362,522",47.2,"40,627","27,782","130,534","54,871","173,825","6,490","4,129","17,462",495,"27,358","30,995","52,023",68,"128,828","$193,185","$77,086","$131,006","5,523",4.0
0604305112,06043,Mariposa,Mariposa County,CA,California,05112,ARC of Central Valley,05R04,Central California Region,D21,Pacific Division,1300 W Shaw Ave. ,4B,Fresno,CA,93711,559-455-1000,Pacific,IX,936195,1463,"16,927","16,715","8,610","8,317","16,665","13,010",12,"7,327",2.27,2.79,"9,787","5,041","2,286","2,460","$370,520","$446,221",53.6,"2,135","1,414","8,398","4,584","13,017",111,503,318,15,838,"2,125","2,261",53,"58,394","$84,327","$36,533","$7,869",348,4.2
0604505052,06045,Mendocino,Mendocino County,CA,California,05052,ARC of Northern California,05R20,California Gold Country Region,D21,Pacific Division,14085-1601 Esplanade Way,Ste 6,Chico,CA,95927,530-673-1460,Pacific,IX,2247190,3511,"91,534","91,467","46,240","45,294","89,894","68,234",26,"36,424",2.47,3.07,"41,674","22,181","14,243","5,250","$486,236","$584,231",43.8,"15,043","9,750","45,456","19,270","57,910",661,"4,743","1,907",141,"13,518","12,654","25,306",73,"63,811","$90,476","$36,042","$40,743","2,106",4.9
0604705350,06047,Merced,Merced County,CA,California,05350,ARC of The Heart of the Valley,05R28,Northern California Coastal Region,D21,Pacific Division,65 North Commerce Street,0,Stockton,CA,95202,800-733-2767,Pacific,IX,1266244,1979,"288,941","291,331","145,328","143,613","283,900","248,367",149,"86,129",3.30,3.74,"90,029","46,703","39,426","3,900","$369,469","$432,390",31.5,"68,233","44,242","141,510","31,559","103,619","9,372","7,754","21,947",821,"93,816","51,612","182,589",85,"56,401","$77,623","$23,164","$111,718","9,354",7.7
0605105147,06051,Mono,Mono County,CA,California,05147,ARC of Kern County and Eastern Sierra,05R04,Central California Region,D21,Pacific Division,5035 Gilmore Ave.,0,Bakersfield,CA,93308,661-324-6427,Pacific,IX,2004286,3132,"12,799","12,405","6,799","6,000","12,494","9,083",4,"5,390",2.32,2.88,"13,746","3,441","1,949","8,356","$553,505","$592,916",39.8,"1,970","1,504","7,297","1,911","8,861",74,297,169,31,"1,750","1,617","3,605",69,"78,116","$103,540","$43,655","$7,691",147,1.9
